location_name,count,max temp,mean temp,min temp,snow on grnd (cm),total precip (mm),total rain (mm),total snow (cm),date
LLYN,129,4.4,1.2,-2.1,45.0,0.0,0.0,0.0,2014-03-30
ORPY,3017,26.5,23.0,19.5,0.0,0.0,0.0,0.0,2016-09-09
LBAY,660,26.5,22.5,18.4,0.0,0.0,0.0,0.0,2012-06-23
ALEX,660,10.5,4.8,-1.0,0.0,0.0,0.0,0.0,2012-04-29
COBY,10,-9.5,-17.0,-24.5,35.0,2.3,0.0,3.2,2013-01-03
ADAWE BIKE,66,-7.4,-15.2,-22.9,17.0,0.0,0.0,0.0,2016-01-05
ALEX,543,9.2,4.6,0.0,0.0,0.0,0.0,0.0,2012-03-31
CRTZ,1624,24.6,21.5,18.3,0.0,3.6,3.6,0.0,2015-08-11
ALEX,0,-18.7,-22.7,-26.6,30.0,2.8,0.0,3.2,2015-02-13
COBY,28,-7.0,-13.0,-19.0,31.0,0.0,0.0,0.0,2017-01-06
LLYN,1970,24.5,21.3,18.0,0.0,2.5,2.5,0.0,2015-09-19
ADAWE PED,1597,22.0,13.8,5.5,0.0,0.0,0.0,0.0,2017-10-21
ADAWE BIKE,2311,24.0,17.8,11.5,0.0,0.0,0.0,0.0,2017-05-24
LLYN,275,6.0,2.8,-0.5,0.0,1.0,1.0,0.0,2016-04-02
ORPY,4,6.5,3.5,0.5,14.0,0.0,0.0,0.0,2017-03-21
LLYN,39,5.6,1.0,-3.7,27.0,1.4,0.0,1.4,2012-03-03
ADAWE BIKE,1566,15.0,12.8,10.5,0.0,1.8,1.8,0.0,2018-06-05
ORPY,1037,16.5,10.2,3.9,0.0,11.7,11.7,0.0,2012-10-14
OGLD,1219,29.5,24.8,20.0,0.0,0.0,0.0,0.0,2016-07-07
ALEX,0,2.2,-3.6,-9.4,23.0,0.4,0.4,0.0,2010-01-14
SOMO,58,5.7,-2.7,-11.0,34.0,7.5,5.0,2.5,2013-01-19
CRTZ,0,14.0,12.1,10.2,0.0,11.1,11.1,0.0,2011-05-02
ORPY,2933,23.5,16.0,8.4,0.0,6.2,6.2,0.0,2010-06-11
ORPY,1773,14.4,7.1,-0.3,0.0,0.0,0.0,0.0,2010-04-13
LMET,443,24.5,22.5,20.5,0.0,11.0,11.0,0.0,2016-08-21
ADAWE PED,1361,14.0,11.5,9.0,0.0,0.0,0.0,0.0,2017-10-25
ADAWE BIKE,172,14.5,8.0,1.5,0.0,14.6,14.6,0.0,2017-11-05
LBAY,262,24.1,16.2,8.2,0.0,0.0,0.0,0.0,2013-09-30
ALEX,246,23.2,18.3,13.4,0.0,0.0,0.0,0.0,2015-09-14
CRTZ,1264,19.2,11.6,4.0,0.0,0.5,0.5,0.0,2014-05-08
LLYN,404,1.5,0.9,0.2,0.0,6.5,5.0,1.5,2012-12-08
COBY,2495,23.0,18.3,13.5,0.0,0.0,0.0,0.0,2017-07-25
LMET,1332,13.1,9.1,5.0,0.0,0.0,0.0,0.0,2011-11-15
COBY,1865,23.0,16.1,9.2,0.0,0.0,0.0,0.0,2014-08-29
OBVW,2,4.5,-0.5,-5.5,22.0,0.0,0.0,0.0,2017-03-25
ALEX,28,4.5,-0.5,-5.5,22.0,0.0,0.0,0.0,2017-03-25
LLYN,2557,23.0,17.8,12.5,0.0,0.0,0.0,0.0,2016-07-19
LLYN,390,6.1,3.5,0.9,0.0,0.8,0.8,0.0,2011-11-30
LMET,1315,23.0,19.5,16.0,0.0,3.4,3.4,0.0,2017-08-18
LLYN,423,14.5,9.0,3.5,0.0,8.4,8.4,0.0,2016-03-31
ORPY,180,-6.0,-7.8,-9.5,15.0,0.0,0.0,0.0,2013-11-28
ALEX,1636,22.5,18.3,14.0,0.0,5.2,5.2,0.0,2017-05-30
COBY,1849,20.0,15.6,11.2,0.0,0.0,0.0,0.0,2013-04-30
ORPY,2150,18.4,11.8,5.2,0.0,2.4,0.0,2.4,2010-04-26
COBY,1761,23.5,15.3,7.0,0.0,0.0,0.0,0.0,2016-09-03
LBAY,117,6.3,1.0,-4.4,0.0,0.0,0.0,0.0,2011-10-29
OBVW,1000,22.5,14.5,6.5,0.0,3.0,3.0,0.0,2018-05-04
LMET,1785,26.7,22.3,17.8,0.0,0.0,0.0,0.0,2011-09-22
OBVW,781,22.4,19.2,16.0,0.0,8.0,8.0,0.0,2015-06-08
LMET,457,-6.9,-7.6,-8.2,1.0,0.0,0.0,0.0,2014-12-04
COBY,80,-6.0,-12.8,-19.5,28.0,0.0,0.0,0.0,2018-02-08
CRTZ,1691,20.0,14.0,8.0,0.0,0.0,0.0,0.0,2016-10-04
LMET,797,29.5,23.8,18.0,0.0,2.8,2.8,0.0,2016-08-28
LMET,308,2.0,-1.3,-4.5,12.0,0.4,0.0,1.0,2018-03-09
CRTZ,313,1.0,-0.3,-1.5,0.0,0.2,0.2,0.0,2016-11-28
OYNG,28,12.0,7.4,2.7,0.0,0.0,0.0,0.0,2014-04-11
OBVW,728,15.0,7.5,0.0,0.0,0.0,0.0,0.0,2017-04-14
LMET,174,2.0,-4.0,-10.0,3.0,6.6,0.0,6.6,2016-04-10
OGLD,0,-8.5,-15.7,-22.9,40.0,1.6,0.0,4.0,2014-03-04
SOMO,431,17.0,15.0,13.0,0.0,17.2,17.2,0.0,2012-09-21
ALEX,884,28.1,20.9,13.7,0.0,0.0,0.0,0.0,2011-07-01
ORPY,1,-7.4,-14.9,-22.3,5.0,0.0,0.0,0.0,2013-12-12
LMET,54,-3.5,-8.8,-14.0,0.0,21.7,9.5,15.0,2015-01-03
LMET,127,-6.7,-9.2,-11.7,0.0,0.0,0.0,0.0,2011-12-17
LLYN,42,-8.8,-10.1,-11.3,24.0,0.0,0.0,0.0,2012-03-04
COBY,202,15.5,8.7,1.8,0.0,0.4,0.4,0.0,2010-11-23
ALEX,546,22.8,17.8,12.7,0.0,0.0,0.0,0.0,2013-06-13
ADAWE PED,1830,15.5,7.8,0.0,0.0,0.0,0.0,0.0,2016-04-20
CRTZ,41,-13.2,-18.9,-24.5,14.0,0.0,0.0,0.0,2015-01-31
OBVW,132,21.0,15.5,9.9,0.0,0.0,0.0,0.0,2014-08-18
LLYN,17,-1.7,-11.2,-20.6,31.0,5.1,0.0,5.1,2015-03-03
OBVW,944,26.0,19.0,12.0,0.0,0.0,0.0,0.0,2016-09-21
OGLD,121,6.5,3.5,0.5,14.0,0.0,0.0,0.0,2017-03-21
CRTZ,1265,20.5,13.0,5.5,0.0,0.0,0.0,0.0,2013-09-27
ALEX,1279,25.2,21.0,16.7,0.0,10.5,10.5,0.0,2011-06-23
OBVW,136,14.1,7.3,0.5,0.0,3.6,3.6,0.0,2013-10-21
OYNG,868,17.0,10.3,3.5,0.0,1.2,1.2,0.0,2016-09-26
OYNG,785,23.4,20.7,18.0,0.0,0.0,0.0,0.0,2014-08-27
COBY,860,27.0,18.9,10.8,0.0,0.0,0.0,0.0,2013-05-02
LMET,71,1.5,-0.3,-2.0,0.0,4.6,0.0,4.8,2016-11-20
ADAWE PED,522,-13.5,-17.3,-21.0,18.0,0.0,0.0,0.0,2017-03-04
OYNG,968,14.0,10.8,7.5,0.0,0.0,0.0,0.0,2015-05-31
OGLD,65,1.5,-1.3,-4.0,1.0,0.0,0.0,0.0,2015-04-04
ORPY,0,-2.8,-5.9,-9.0,33.0,0.0,0.0,0.0,2015-03-02
ADAWE BIKE,271,15.5,13.3,11.0,0.0,3.8,3.8,0.0,2017-09-03
OGLD,620,30.7,23.3,15.9,0.0,0.0,0.0,0.0,2013-08-20
CRTZ,45,9.0,-0.3,-9.5,56.0,0.0,0.0,0.0,2017-02-18
LMET,931,4.2,0.4,-3.5,0.0,0.0,0.0,0.0,2013-11-03
LMET,62,2.8,-4.3,-11.3,40.0,0.0,0.0,0.0,2013-01-08
LBAY,18,-8.8,-12.6,-16.4,23.0,0.0,0.0,0.0,2012-02-12
OBVW,519,12.5,11.5,10.4,0.0,0.0,0.0,0.0,2013-09-13
LMET,1144,25.5,19.3,13.0,0.0,0.0,0.0,0.0,2016-05-22
CRTZ,31,2.5,-4.9,-12.2,21.0,5.4,2.0,3.4,2012-01-17
LMET,2869,27.0,22.3,17.5,0.0,0.0,0.0,0.0,2016-08-31
SOMO,1138,26.3,20.7,15.0,0.0,0.0,0.0,0.0,2015-07-05
OBVW,1663,22.0,15.3,8.5,0.0,0.0,0.0,0.0,2018-06-10
ADAWE PED,638,-4.0,-10.5,-17.0,5.0,3.0,0.0,2.0,2018-12-27
ALEX,1544,22.8,20.8,18.8,0.0,0.0,0.0,0.0,2012-08-28
CRTZ,1728,26.3,20.7,15.0,0.0,0.0,0.0,0.0,2015-07-05
LMET,300,-20.5,-22.8,-25.0,22.0,0.0,0.0,0.0,2018-01-06
LMET,3198,22.5,18.8,15.0,0.0,0.0,0.0,0.0,2017-08-23
ALEX,47,2.0,-4.8,-11.5,0.0,1.4,1.4,0.0,2017-02-21
LLYN,183,6.1,3.7,1.3,13.0,19.0,19.0,0.0,2016-01-10
OBVW,499,14.0,9.0,4.0,0.0,0.0,0.0,0.0,2017-05-03
ALEX,44,-5.5,-7.5,-9.5,3.0,0.0,0.0,0.0,2016-12-10
LMET,2612,21.5,13.8,6.0,0.0,1.4,1.4,0.0,2017-10-18
ADAWE BIKE,999,4.5,2.5,0.5,0.0,0.0,0.0,0.0,2016-10-31
OBVW,298,6.4,2.7,-1.0,0.0,0.0,0.0,0.0,2014-11-02
OBVW,1,4.5,-0.8,-6.0,5.0,0.0,0.0,0.0,2018-03-25
ALEX,485,7.5,4.3,1.0,0.0,26.4,26.4,0.0,2016-11-30
SOMO,924,28.5,23.5,18.5,0.0,0.0,0.0,0.0,2016-05-30
ALEX,984,14.0,10.0,6.0,0.0,6.6,6.6,0.0,2018-09-24
LBAY,345,27.8,23.9,19.9,0.0,0.0,0.0,0.0,2011-07-18
COBY,424,5.0,1.0,-3.0,0.0,0.0,0.0,0.0,2011-11-18
LMET,943,9.4,5.2,0.9,0.0,0.2,0.2,0.0,2015-12-09
ORPY,2,-5.0,-8.5,-12.0,24.0,0.0,0.0,0.0,2017-02-01
CRTZ,2880,24.4,22.4,20.4,0.0,9.2,9.2,0.0,2014-06-03
OYNG,467,13.2,8.3,3.4,0.0,0.0,0.0,0.0,2015-04-15
ORPY,1946,20.8,14.8,8.8,0.0,6.8,6.8,0.0,2013-10-13
LLYN,1994,22.2,20.0,17.8,0.0,2.2,2.2,0.0,2014-09-06
OGLD,360,6.1,2.1,-1.9,0.0,0.0,0.0,0.0,2013-10-24
COBY,105,-0.5,-5.5,-10.5,24.0,0.0,0.0,0.0,2017-03-17
COBY,1435,23.0,19.5,16.0,0.0,11.2,11.2,0.0,2013-09-02
OGLD,952,25.5,22.3,19.0,0.0,9.4,9.4,0.0,2018-07-25
PORTAGE,1858,18.6,12.2,5.7,0.0,8.0,8.0,0.0,2014-09-17
LMET,203,-4.8,-11.9,-19.0,10.0,0.0,0.0,0.0,2016-01-14
CRTZ,357,0.0,-3.8,-7.5,10.0,0.0,0.0,0.0,2013-04-02
ALEX,52,-8.0,-10.5,-13.0,19.0,0.0,0.0,0.0,2017-03-02
ALEX,0,10.4,7.8,5.2,0.0,6.2,6.2,0.0,2010-11-17
LLYN,1561,9.4,7.2,4.9,0.0,2.5,2.5,0.0,2015-10-09
ALEX,1223,6.5,3.3,0.0,0.0,0.0,0.0,0.0,2016-10-25
SOMO,86,4.8,2.1,-0.6,19.0,0.7,0.7,0.0,2015-03-30
OBVW,1008,20.0,15.0,10.0,0.0,0.0,0.0,0.0,2017-08-25
SOMO,88,,,,,,,,2018-02-17
ADAWE BIKE,69,-5.0,-8.0,-11.0,26.0,0.2,0.0,1.0,2017-03-15
OGLD,88,-2.5,-6.5,-10.5,32.0,4.6,0.0,3.0,2018-02-11
LMET,527,11.5,9.3,7.0,0.0,1.8,1.8,0.0,2018-10-02
ORPY,33,-0.4,-3.2,-6.0,2.0,0.0,0.0,0.0,2014-11-20
LMET,2180,26.9,19.5,12.0,0.0,0.0,0.0,0.0,2015-08-09
CRTZ,1169,27.4,21.3,15.1,0.0,0.0,0.0,0.0,2012-06-10
OBVW,382,27.5,24.0,20.5,0.0,3.6,3.6,0.0,2016-09-08
ALEX,0,-6.2,-7.8,-9.4,3.0,0.0,0.0,0.0,2011-01-12
SOMO,430,35.5,29.3,23.0,0.0,0.0,0.0,0.0,2018-07-02
COBY,1735,28.5,22.3,16.0,0.0,13.8,13.8,0.0,2016-09-07
OBVW,5,-6.5,-12.0,-17.4,19.0,1.9,0.0,3.0,2013-12-18
OYNG,219,14.9,10.0,5.1,0.0,2.4,2.4,0.0,2013-11-06
SOMO,458,23.5,20.5,17.5,0.0,1.4,1.4,0.0,2017-08-05
PORTAGE,2476,20.1,17.0,13.8,0.0,8.3,8.3,0.0,2015-05-10
CRTZ,38,-2.0,-4.0,-6.0,23.0,0.2,0.0,0.4,2017-01-29
LMET,73,7.5,3.5,-0.5,45.0,0.0,0.0,0.0,2017-02-19
CRTZ,2094,27.4,21.1,14.7,0.0,0.0,0.0,0.0,2015-07-10
LMET,193,1.3,0.7,0.0,5.0,0.0,0.0,0.0,2012-12-19
OGLD,1095,27.0,21.0,15.0,0.0,3.4,3.4,0.0,2017-08-11
CRTZ,1250,31.7,24.9,18.1,0.0,1.3,1.3,0.0,2015-07-27
PORTAGE,1203,16.2,8.4,0.5,0.0,0.0,0.0,0.0,2015-11-04
LBAY,51,1.1,-2.7,-6.5,13.0,0.0,0.0,0.0,2013-12-04
ADAWE BIKE,572,5.0,3.5,2.0,0.0,2.0,2.0,0.0,2018-11-02
PORTAGE,487,11.9,9.4,6.9,0.0,0.0,0.0,0.0,2014-09-22
OYNG,84,1.5,-2.8,-7.0,0.0,8.0,8.0,0.0,2015-12-01
COBY,739,7.4,4.6,1.8,0.0,0.0,0.0,0.0,2012-10-12
COBY,680,16.1,7.9,-0.4,0.0,0.0,0.0,0.0,2012-04-08
ALEX,1386,16.5,8.3,0.0,0.0,0.0,0.0,0.0,2016-04-30
SOMO,574,26.5,23.0,19.5,0.0,0.0,0.0,0.0,2018-08-09
ORPY,2295,25.5,22.3,19.1,0.0,0.0,0.0,0.0,2010-07-25
CRTZ,44,-5.5,-11.0,-16.5,37.0,0.0,0.0,0.0,2013-03-17
COBY,1080,21.5,18.0,14.5,0.0,0.0,0.0,0.0,2016-07-10
LBAY,19,-10.2,-12.6,-15.0,22.0,0.0,0.0,0.0,2013-02-04
COBY,1201,25.5,22.3,19.1,0.0,0.0,0.0,0.0,2010-07-25
LLYN,69,1.5,-2.3,-6.0,30.0,0.0,0.0,0.0,2013-12-29
OYNG,3,-6.5,-15.4,-24.3,10.0,3.9,0.0,3.9,2016-02-15
OYNG,780,25.2,19.3,13.4,0.0,15.8,15.8,0.0,2014-08-20
ORPY,1521,10.6,8.5,6.3,0.0,6.0,6.0,0.0,2015-10-16
COBY,482,8.0,3.0,-2.0,1.0,10.8,10.8,0.0,2017-04-03
CRTZ,2130,30.0,20.5,11.0,0.0,0.0,0.0,0.0,2016-09-06
LBAY,623,28.4,23.6,18.8,0.0,0.0,0.0,0.0,2013-06-26
LMET,724,12.0,7.4,2.7,0.0,0.0,0.0,0.0,2014-04-11
LBAY,864,27.0,20.4,13.7,0.0,0.0,0.0,0.0,2013-06-21
ALEX,1777,25.0,15.9,6.7,0.0,0.0,0.0,0.0,2011-09-11
LMET,521,5.5,2.5,-0.5,10.0,0.0,0.0,0.0,2017-03-29
COBY,254,15.0,10.5,5.9,0.0,8.8,8.8,0.0,2014-10-06
LLYN,608,3.6,2.6,1.5,0.0,0.6,0.0,0.6,2015-12-18
CRTZ,349,5.0,2.1,-0.9,0.0,0.0,0.0,0.0,2011-11-11
ORPY,117,1.1,-4.6,-10.2,0.0,0.0,0.0,0.0,2012-11-27
ALEX,0,0.5,-8.2,-16.9,37.0,0.0,0.0,0.0,2013-01-04
COBY,142,7.3,2.8,-1.7,0.0,0.0,0.0,0.0,2015-04-07
SOMO,80,-18.6,-21.8,-25.0,19.0,0.0,0.0,0.0,2014-01-23
OGLD,508,24.9,21.3,17.6,0.0,0.5,0.5,0.0,2013-08-26
CRTZ,2321,29.0,21.0,13.0,0.0,0.0,0.0,0.0,2016-06-30
COBY,0,-7.5,-9.0,-10.5,21.0,1.0,0.0,2.0,2010-01-04
ORPY,0,-9.9,-14.7,-19.5,30.0,0.0,0.0,0.0,2013-02-17
CRTZ,64,9.4,5.3,1.1,0.0,2.6,2.6,0.0,2016-03-17
ORPY,410,6.2,2.4,-1.4,0.0,0.0,0.0,0.0,2015-12-07
LMET,947,-2.0,-3.9,-5.8,0.0,2.2,0.0,3.0,2012-11-25
LLYN,21,-4.2,-7.6,-11.0,27.0,11.7,0.0,11.7,2012-12-27
ALEX,1564,25.5,22.1,18.7,0.0,10.0,10.0,0.0,2014-06-13
CRTZ,1644,23.5,15.0,6.5,0.0,0.0,0.0,0.0,2017-10-03
COBY,2014,29.5,21.5,13.5,0.0,0.0,0.0,0.0,2014-08-11
ORPY,1775,17.3,12.9,8.4,0.0,0.0,0.0,0.0,2013-09-05
COBY,432,7.8,6.2,4.5,0.0,0.0,0.0,0.0,2010-10-21
ALEX,0,-2.4,-6.2,-10.0,11.0,3.8,0.0,4.0,2011-01-28
OYNG,1,-1.2,-5.1,-9.0,19.0,0.0,0.0,0.0,2014-01-16
ADAWE BIKE,2069,15.0,12.5,10.0,0.0,0.0,0.0,0.0,2017-09-28
ORPY,3888,28.5,19.8,11.0,0.0,0.0,0.0,0.0,2016-07-11
CRTZ,2625,26.9,21.5,16.1,0.0,1.2,1.2,0.0,2015-06-22
OGLD,48,-3.0,-8.5,-14.0,51.0,10.6,0.0,16.0,2017-02-14
SOMO,222,5.0,2.3,-0.5,0.0,1.0,1.0,0.0,2017-11-04
CRTZ,1483,18.2,9.7,1.2,0.0,0.0,0.0,0.0,2011-09-17
LLYN,349,7.5,4.8,2.0,28.0,0.0,0.0,0.0,2013-03-29
ORPY,0,5.5,0.0,-5.5,7.0,0.0,0.0,0.0,2017-03-30
SOMO,546,29.9,23.8,17.6,0.0,0.0,0.0,0.0,2014-07-22
COBY,63,0.3,-1.6,-3.5,32.0,2.0,0.0,1.8,2013-02-23
ADAWE BIKE,197,-0.5,-2.5,-4.5,0.0,2.4,0.0,5.2,2017-12-09
ADAWE PED,187,-6.5,-15.4,-24.3,10.0,3.9,0.0,3.9,2016-02-15
SOMO,104,2.2,-2.6,-7.3,5.0,0.3,0.0,0.5,2016-02-06
COBY,635,7.1,2.6,-2.0,0.0,0.0,0.0,0.0,2011-10-28
SOMO,1174,28.0,22.0,16.0,0.0,0.0,0.0,0.0,2015-07-18
OYNG,584,28.2,24.2,20.2,0.0,0.0,0.0,0.0,2013-07-05
ALEX,1115,11.2,7.0,2.7,0.0,4.2,4.2,0.0,2015-10-21
OBVW,38,6.0,4.5,3.0,0.0,30.4,30.4,0.0,2017-04-30
LMET,152,1.6,-1.8,-5.1,1.0,3.8,3.8,0.0,2012-12-10
LMET,515,0.1,-4.9,-9.8,0.0,0.0,0.0,0.0,2016-03-19
ADAWE BIKE,1209,12.0,10.3,8.5,0.0,0.0,0.0,0.0,2018-10-20
LMET,452,22.5,16.3,10.0,0.0,23.6,23.6,0.0,2017-09-04
PORTAGE,2776,29.9,20.8,11.7,0.0,0.0,0.0,0.0,2015-05-08
SOMO,212,-1.6,-6.6,-11.5,4.0,1.4,0.0,2.0,2013-12-08
ADAWE PED,1580,23.0,19.5,16.0,0.0,0.0,0.0,0.0,2016-06-06
ORPY,119,5.5,2.3,-1.0,0.0,17.9,11.4,6.5,2010-10-30
LLYN,166,1.8,-0.5,-2.8,10.0,0.0,0.0,0.0,2012-01-10
SOMO,774,14.0,10.0,6.0,0.0,0.0,0.0,0.0,2014-05-17
SOMO,2,-5.5,-8.0,-10.5,22.0,0.8,0.0,0.8,2016-12-18
CRTZ,1669,19.0,11.0,3.0,0.0,0.0,0.0,0.0,2015-09-26
CRTZ,699,8.5,5.3,2.0,0.0,0.0,0.0,0.0,2016-11-06
CRTZ,1996,22.6,16.4,10.1,0.0,13.5,13.5,0.0,2015-07-17
SOMO,314,32.0,25.0,18.0,0.0,3.6,3.6,0.0,2018-09-05
ALEX,278,17.1,10.7,4.2,0.0,0.0,0.0,0.0,2015-12-24
CRTZ,1500,25.6,17.9,10.2,0.0,0.0,0.0,0.0,2014-07-11
LLYN,363,18.3,9.2,0.1,0.0,0.0,0.0,0.0,2015-04-12
COBY,52,-4.5,-6.0,-7.5,54.0,0.3,0.0,0.3,2013-03-02
COBY,638,10.8,9.1,7.3,0.0,0.0,0.0,0.0,2013-10-22
LMET,47,-9.9,-14.1,-18.2,14.0,0.0,0.0,0.0,2016-01-19
ALEX,958,18.5,9.8,1.0,0.0,0.0,0.0,0.0,2016-10-15
SOMO,810,24.7,19.1,13.4,0.0,0.0,0.0,0.0,2013-07-12
ADAWE PED,639,6.0,1.8,-2.5,5.0,7.0,7.0,0.0,2016-04-11
ALEX,83,-1.5,-6.5,-11.5,25.0,0.0,0.0,0.0,2017-03-16
OGLD,467,14.6,9.2,3.7,0.0,0.0,0.0,0.0,2015-10-01
ORPY,725,8.5,7.1,5.7,0.0,4.3,4.3,0.0,2011-05-16
CRTZ,16,-9.5,-12.0,-14.5,33.0,0.0,0.0,0.0,2017-02-11
OYNG,65,-3.2,-7.6,-11.9,11.0,0.0,0.0,0.0,2016-01-30
OBVW,1122,16.5,13.0,9.5,0.0,0.4,0.4,0.0,2018-09-29
OBVW,0,2.0,1.0,0.0,3.0,7.2,7.2,0.0,2017-03-31
CRTZ,441,5.5,4.3,3.0,0.0,0.0,0.0,0.0,2016-10-30
ADAWE PED,878,-5.0,-7.3,-9.5,23.0,0.0,0.0,0.0,2017-02-03
CRTZ,143,4.6,2.3,0.0,0.0,0.0,0.0,0.0,2015-12-03
LMET,1185,6.1,0.0,-6.1,0.0,0.0,0.0,0.0,2012-11-16
CRTZ,76,0.5,-0.5,-1.5,22.0,0.4,0.0,0.4,2017-01-27
COBY,11,-8.7,-10.9,-13.0,15.0,0.2,0.0,0.4,2011-01-30
SOMO,494,22.5,18.0,13.5,0.0,0.0,0.0,0.0,2012-08-18
SOMO,76,-8.5,-15.0,-21.5,23.0,1.4,0.0,1.6,2017-01-31
OGLD,901,26.0,19.5,12.9,0.0,0.0,0.0,0.0,2014-07-19
ADAWE PED,1878,22.0,19.5,17.0,0.0,1.0,1.0,0.0,2018-05-26
OYNG,21,-4.4,-8.8,-13.1,1.0,0.0,0.0,0.0,2014-12-08
OGLD,1283,31.0,21.5,12.0,0.0,0.0,0.0,0.0,2017-05-17
COBY,1862,19.3,16.0,12.7,0.0,16.7,16.7,0.0,2015-09-13
OYNG,42,2.8,-2.3,-7.3,14.0,0.8,0.0,1.0,2015-04-01
ORPY,2913,23.5,18.8,14.0,0.0,0.0,0.0,0.0,2015-08-06
SOMO,958,27.5,19.8,12.0,0.0,0.0,0.0,0.0,2017-07-05
OBVW,0,-12.0,-16.5,-21.0,27.0,0.0,0.0,0.0,2017-01-08
OGLD,121,-7.0,-9.5,-12.0,2.0,0.0,0.0,0.0,2013-11-24
OGLD,56,1.0,0.0,-1.0,2.0,2.0,0.0,3.0,2018-12-03
ADAWE PED,986,9.0,4.9,0.7,10.0,0.0,0.0,0.0,2016-03-13
ADAWE PED,849,,,,,,,,2018-11-20
SOMO,234,23.5,20.5,17.5,0.0,1.0,1.0,0.0,2017-10-08
LLYN,652,28.5,21.4,14.2,0.0,4.6,4.6,0.0,2012-08-08
OBVW,502,25.8,19.5,13.2,0.0,0.0,0.0,0.0,2015-08-22
COBY,6,-1.6,-6.5,-11.4,3.0,0.0,0.0,0.0,2010-12-28
CRTZ,1,-1.3,-4.1,-6.9,19.0,2.1,0.0,2.4,2015-12-31
OBVW,195,8.8,7.4,6.0,0.0,5.1,5.1,0.0,2015-11-13
COBY,149,-4.0,-4.8,-5.5,20.0,0.0,0.0,0.0,2015-03-27
LMET,92,1.1,0.2,-0.7,2.0,10.4,2.0,6.7,2012-12-18
ALEX,1937,17.1,13.8,10.5,0.0,0.2,0.2,0.0,2013-09-08
LMET,244,16.0,7.5,-1.0,0.0,0.0,0.0,0.0,2014-04-20
ALEX,17,-3.0,-8.8,-14.5,22.0,1.2,0.0,2.0,2017-02-04
ALEX,1140,20.2,10.0,-0.2,0.0,0.0,0.0,0.0,2010-04-24
LMET,849,13.2,7.7,2.1,0.0,0.0,0.0,0.0,2012-04-12
ALEX,0,25.1,19.3,13.4,0.0,0.0,0.0,0.0,2010-08-24
LLYN,775,27.0,22.4,17.7,0.0,15.4,15.4,0.0,2012-08-12
ALEX,485,10.0,9.5,9.0,0.0,20.4,20.4,0.0,2016-10-21
CRTZ,2410,29.5,22.1,14.6,0.0,2.6,2.6,0.0,2014-06-02
SOMO,384,8.5,5.8,3.0,0.0,0.0,0.0,0.0,2018-10-17
COBY,881,20.6,14.6,8.5,0.0,8.9,8.9,0.0,2010-09-06
COBY,1845,28.4,20.1,11.7,0.0,0.0,0.0,0.0,2011-08-12
ALEX,2135,14.5,10.8,7.0,0.0,0.0,0.0,0.0,2012-09-19
OGLD,543,28.5,23.0,17.5,0.0,0.6,0.6,0.0,2016-07-25
ALEX,0,-6.9,-10.0,-13.0,28.0,10.2,0.0,11.4,2013-01-28
COBY,622,27.6,18.0,8.4,0.0,0.2,0.2,0.0,2010-09-24
SOMO,60,0.3,-0.3,-0.8,0.0,0.0,0.0,0.0,2015-12-27
LLYN,972,16.9,10.6,4.3,0.0,0.0,0.0,0.0,2012-04-14
ADAWE BIKE,1258,31.0,25.0,19.0,0.0,0.0,0.0,0.0,2017-09-24
OGLD,833,29.5,23.8,18.0,0.0,0.0,0.0,0.0,2016-08-01
LBAY,45,5.1,3.6,2.0,37.0,0.0,0.0,0.0,2013-03-12
PORTAGE,1676,19.0,13.8,8.5,0.0,6.4,6.4,0.0,2013-09-15
SOMO,41,-3.4,-8.2,-12.9,12.0,3.0,0.0,4.0,2012-01-05
ADAWE PED,1561,16.0,13.8,11.5,0.0,0.4,0.4,0.0,2017-06-01
COBY,63,-14.4,-18.7,-23.0,28.0,0.0,0.0,0.0,2013-01-25
COBY,756,2.7,1.3,-0.1,0.0,0.0,0.0,0.0,2012-04-27
COBY,1678,26.0,23.0,19.9,0.0,13.8,13.8,0.0,2012-09-04
ADAWE BIKE,122,-3.0,-5.8,-8.5,64.0,0.0,0.0,0.0,2017-02-16
COBY,882,6.6,2.8,-1.0,0.0,0.0,0.0,0.0,2014-10-31
LMET,1480,11.0,9.8,8.5,0.0,0.0,0.0,0.0,2017-11-03
CRTZ,129,12.5,7.3,2.0,39.0,0.0,0.0,0.0,2017-02-23
CRTZ,1564,24.0,15.9,7.8,0.0,0.0,0.0,0.0,2013-08-05
LMET,2378,20.0,16.5,13.0,0.0,4.3,4.3,0.0,2013-09-07
ALEX,0,-7.8,-13.8,-19.8,23.0,0.0,0.0,0.0,2011-02-10
ADAWE BIKE,314,-3.5,-6.0,-8.5,4.0,0.0,0.0,0.0,2017-11-20
PORTAGE,2204,23.4,16.1,8.8,0.0,0.0,0.0,0.0,2015-09-23
SOMO,18,0.5,-7.8,-16.1,35.0,3.0,3.0,0.0,2013-01-29
ORPY,2030,27.4,21.3,15.1,0.0,0.0,0.0,0.0,2012-06-10
COBY,2215,25.2,20.5,15.8,0.0,0.0,0.0,0.0,2014-09-03
OBVW,625,19.5,13.8,8.0,0.0,0.0,0.0,0.0,2017-05-15
ALEX,682,5.0,1.0,-3.0,0.0,0.0,0.0,0.0,2011-11-18
COBY,2313,26.5,19.0,11.5,0.0,0.0,0.0,0.0,2016-07-20
